COMED,8690055039,"3102 E 83RD ST \# BD, CHICAGO, IL 606172141",02/21/17,02/19/18,\$0.04969
COMED,8692515038,"7929 S STATE ST \# 31, BD, CHICAGO, IL 606193563",02/22/17,02/20/18,\$0.04969
COMED,8692649011,"7934 S WABASHAVE\# 42S, CHICAGO, IL 606193580",02/22/17,02/20/18,\$0.04969
COMED,8695606027,"8640 S INGLESIDE AVELINT BD, CHICAGO, IL 606196330",02/23/17,02/21/18,\$0.04969
COMED,8707274091,"11932 S STEWART AVE\# 36, CHICAGO, IL 606286029",03/02/17,02/28/18,\$0.04969
COMED,8753673057,"4853 S PRAIRIE AVE\# 59, BLDG, CHICAGO, IL 606151254",02/08/17,02/05/18,\$0.04969
COMED,8779023020,"8349 S DREXEL AVE\# H, CHICAGO, IL 606195952",02/23/17,02/21/18,\$0.04969
COMED,8779042034,"8308 S INGLESIDE AVE\# H, CHICAGO, IL 606195924",02/23/17,02/21/18,\$0.04969
COMED,8779051033,"8312 S INGLESIDE AVE\# H, CHICAGO, IL 606195925",02/23/17,02/21/18,\$0.04969
COMED,8837591043,"4714 S MICHIGAN AVE\# 20, CHICAGO, IL 606151037",02/08/17,02/05/18,\$0.04969
COMED,8853354059,"7417 S PHILLIPS AVE\# 25, CHICAGO, IL 606493721",02/17/17,02/14/18,\$0.04969
COMED,8853478036,"7440 S PHILLIPS AVE\# 44, CHICAGO, IL 606493796",02/17/17,02/14/18,\$0.04969
COMED,8853505010,"7409 S YATES BLVD, CHICAGO, IL, 606493315",02/17/17,02/14/18,\$0.04969
COMED,8858129038,"7956 S BURNHAM AVE\# 58, CHICAGO, IL 606171322",02/21/17,02/19/18,\$0.04969
COMED,8858628045,"7941 S MARQUETTE AVE\# 47, CHICAGO, IL 606171342",02/21/17,02/19/18,\$0.04969
COMED,8937173047,"7241 S PHILLIPS AVE\# 49, CHICAGO, IL 606492596",02/17/17,02/14/18,\$0.04969
COMED,8937276070,"7231 S YATES BLVD \# 33, CHICAGO, IL 606492544",02/17/17,02/14/18,\$0.04969
COMED,8937346022,"7131 45 S YATES, APT \# BD, CHICAGO, IL 60649",02/17/17,02/14/18,\$0.04969
COMED,8937549078,"7236 S YATES BLVD \# 38, CHICAGO, IL 606492532",02/17/17,02/14/18,\$0.04969
COMED,8937556019,"7240 S YATES BLVD \# 42, CHICAGO, IL 606492532",02/17/17,02/14/18,\$0.04969
COMED,8937705030,"7400 02 S YATES BLVD, BLDG, CHICAGO, IL 60649",02/17/17,02/14/18,\$0.04969
COMED,8940027045,"782030 COLES, BD, CHICAGO, IL 60649",02/20/17,02/15/18,\$0.04969
COMED,8940124058,"2826 E 76TH PL, CHICAGO, IL 606494341",02/20/17,02/15/18,\$0.04969
COMED,8940148076,"7601 S COLES AVE\# 7, CHICAGO, IL 606494319",02/20/17,02/15/18,\$0.04969
COMED,8940159060,"7609 S COLES AVELINT BD, CHICAGO, IL 606494388",02/20/17,02/15/18,\$0.04969
COMED,8940184054,"7615-19 COLES, BD, CHICAGO, IL 60649",02/20/17,02/15/18,\$0.04969
COMED,8940682064,"7715 S SHORE BD, CHICAGO, IL 60649",02/20/17,02/15/18,\$0.04969
